license,name,state,address,cdpostal,Municipi,Comarca
HUTB-000941,Sense especificar,Alta,Carrer Rambla 15,8001,Barcelona,Barcelonès
HUTB-000943,Sense especificar,Alta,Carrer Rambla 36,8001,Barcelona,Barcelonès
HUTB-000946,Sense especificar,Alta,Carrer La Rambla 36,8002,Barcelona,Barcelonès
HUTB-000947,"Ramblas 41,2º1ª",Alta,Carrer la Rambla 41,8002,Barcelona,Barcelonès
HUTB-000948,"Ramblas 41, 2º2ª",Alta,Carrer la Rambla 41,8002,Barcelona,Barcelonès
HUTB-000949,"Ramblas 41,3º1ª",Alta,Carrer la Rambla 41,8002,Barcelona,Barcelonès
HUTB-000950,"Ramblas 41,Àtic 4ª",Alta,Carrer la Rambla 41,8002,Barcelona,Barcelonès
HUTB-000951,Sense especificar,Alta,Carrer Rambla 73,8001,Barcelona,Barcelonès
HUTB-000952,OLA LIVING BOQUERIA 1,Alta,Carrer la Rambla 89,8002,Barcelona,Barcelonès
HUTB-000954,Sense especificar,Alta,Carrer Laforja 40,8021,Barcelona,Barcelonès
HUTB-000955,Sense especificar,Alta,Carrer de laforja 89,8021,Barcelona,Barcelonès
HUTB-000956,Sense especificar,Alta,Carrer de Laforja 89,8021,Barcelona,Barcelonès
HUTB-000958,Sense especificar,Alta,Carrer Laforja 128,8021,Barcelona,Barcelonès
HUTB-000973,Sense especificar,Alta,Carrer Laforja 101,8021,Barcelona,Barcelonès
HUTB-000974,Sense especificar,Alta,Carrer Laforja 44,8021,Barcelona,Barcelonès
HUTB-000985,Sense especificar,Alta,Via Laietana 46,8003,Barcelona,Barcelonès
HUTB-000986,Sense especificar,Alta,Via Laietana 54,8003,Barcelona,Barcelonès
HUTB-000991,Sense especificar,Alta,Carrer Legalitat 6,8024,Barcelona,Barcelonès
HUTB-000992,Sense especificar,Alta,Carrer LEIVA 28,8014,Barcelona,Barcelonès
HUTB-000994,Sense especificar,Alta,Carrer LEPANT 197,8013,Barcelona,Barcelonès
HUTB-000996,Sense especificar,Alta,Carrer Lepant 273,8025,Barcelona,Barcelonès
HUTB-000997,Sense especificar,Alta,Carrer LEPANT 273,8013,Barcelona,Barcelonès
HUTB-001003,Sense especificar,Alta,Carrer Lepant 293,8025,Barcelona,Barcelonès
HUTB-001005,Sense especificar,Alta,Carrer LEPANT 315,8025,Barcelona,Barcelonès
HUTB-001006,Sense especificar,Alta,Carrer Lepant 325,8025,Barcelona,Barcelonès
HUTB-001007,Sense especificar,Alta,Carrer Lepant 279,8025,Barcelona,Barcelonès
HUTB-001008,Sense especificar,Alta,Carrer Llacuna 148-150,8018,Barcelona,Barcelonès
HUTB-001010,Sense especificar,Alta,Carrer Llançà 9,8015,Barcelona,Barcelonès
HUTB-001011,Sense especificar,Alta,Carrer LLANÇA 25,8015,Barcelona,Barcelonès
HUTB-001013,Sense especificar,Alta,Carrer LLANÇA 27,8015,Barcelona,Barcelonès
HUTB-001018,Sense especificar,Alta,Carrer Lleida 21,8004,Barcelona,Barcelonès
HUTB-001020,Sense especificar,Alta,Carrer LLEIDA 35,8004,Barcelona,Barcelonès
HUTB-001023,Sense especificar,Alta,Carrer Lleida 35,8004,Barcelona,Barcelonès
HUTB-001024,Sense especificar,Alta,Carrer Llibertat 15,8012,Barcelona,Barcelonès
HUTB-001027,Sense especificar,Alta,Carrer Lluis Vives 4,8012,Barcelona,Barcelonès
HUTB-001028,Olala Homes,Alta,Carrer de Llull 23,8005,Barcelona,Barcelonès
HUTB-001030,Sense especificar,Alta,Carrer Londres 77,8036,Barcelona,Barcelonès
HUTB-001031,Sense especificar,Alta,Carrer Londres 78,8036,Barcelona,Barcelonès
HUTB-001032,Sense especificar,Alta,Carrer de Londres 90,8036,Barcelona,Barcelonès
HUTB-001034,Sense especificar,Alta,Carrer LOPE DE VEGA 10,8005,Barcelona,Barcelonès
HUTB-001036,Sense especificar,Alta,Carrer Loreto 32,8029,Barcelona,Barcelonès
HUTB-001039,Sense especificar,Alta,Avinguda Madrid 114,8028,Barcelona,Barcelonès
HUTB-001040,Sense especificar,Alta,Carrer MAGALHAES 5,8004,Barcelona,Barcelonès
HUTB-001041,Sense especificar,Alta,Passatge Magarola 4,8002,Barcelona,Barcelonès
HUTB-001042,Sense especificar,Alta,Passatge MAIOL 5,8013,Barcelona,Barcelonès
HUTB-001043,Sense especificar,Alta,Passatge Maiol 7,8013,Barcelona,Barcelonès
HUTB-001044,Sense especificar,Alta,Passatge Maiol 10,8013,Barcelona,Barcelonès
HUTB-001045,Sense especificar,Alta,Passatge Maiol 14,8013,Barcelona,Barcelonès
HUTB-001046,Sense especificar,Alta,Carrer DE MALLORCA 246,8008,Barcelona,Barcelonès
HUTB-001047,Sense especificar,Alta,Carrer Mallorca 362,8013,Barcelona,Barcelonès
HUTB-001055,Sense especificar,Alta,Carrer de Mallorca 371,8013,Barcelona,Barcelonès
HUTB-001056,Sense especificar,Alta,Carrer Mallorca 372,8013,Barcelona,Barcelonès
HUTB-001063,Sense especificar,Alta,Carrer Mallorca 423,8013,Barcelona,Barcelonès
HUTB-001066,Sense especificar,Alta,Carrer MALLORCA 534,8026,Barcelona,Barcelonès
HUTB-001067,Sense especificar,Alta,Carrer Mallorca 534,8026,Barcelona,Barcelonès
HUTB-001068,Sense especificar,Alta,Carrer Mallorca 616,8026,Barcelona,Barcelonès
HUTB-001075,Sense especificar,Alta,Carrer MALLORCA 146,8036,Barcelona,Barcelonès
HUTB-001076,Sense especificar,Alta,Carrer Mallorca 152,8036,Barcelona,Barcelonès
HUTB-001079,Sense especificar,Alta,Carrer Mallorca 289,8037,Barcelona,Barcelonès
HUTB-001080,Gaudi Duites II- Eixample Apartment,Alta,Carrer Mallorca 301,8037,Barcelona,Barcelonès
HUTB-001081,Sense especificar,Alta,Carrer MALLORCA 492,8013,Barcelona,Barcelonès
HUTB-001082,Sense especificar,Alta,Carrer Mallorca 319,8037,Barcelona,Barcelonès
HUTB-001083,Sense especificar,Alta,Carrer Mallorca 436,8013,Barcelona,Barcelonès
HUTB-001084,Sense especificar,Alta,Carrer Mallorca 408,8013,Barcelona,Barcelonès
HUTB-001085,Sense especificar,Alta,Carrer Mallorca 148,8036,Barcelona,Barcelonès
HUTB-001086,Sense especificar,Alta,Carrer Mallorca 264,8008,Barcelona,Barcelonès
HUTB-001088,Sense especificar,Alta,Carrer Mallorca 266,8008,Barcelona,Barcelonès
HUTB-001090,Sense especificar,Alta,Carrer Manso 4,8015,Barcelona,Barcelonès
HUTB-001092,Sense especificar,Alta,Carrer Mansó 58,8015,Barcelona,Barcelonès
HUTB-001093,Sense especificar,Alta,Carrer Manso 58,8015,Barcelona,Barcelonès
HUTB-001094,Sense especificar,Alta,Carrer Manso 60,8015,Barcelona,Barcelonès
HUTB-001098,Sense especificar,Alta,Carrer Mar 104,8003,Barcelona,Barcelonès
HUTB-001101,Villa Victoria Barcelona,Alta,Passeig Maragall 347,8032,Barcelona,Barcelonès
HUTB-001102,Sense especificar,Alta,Carrer Mare de Déu de Lorda 45-47,8033,Barcelona,Barcelonès
HUTB-001103,Sense especificar,Alta,Carrer Mare de Déu de Núria 13-15,8017,Barcelona,Barcelonès
HUTB-001104,Sense especificar,Alta,Carrer Mare de Déu del Pilar 17,8003,Barcelona,Barcelonès
HUTB-001107,Sense especificar,Alta,Carrer Mare de Déu dels Desemparats 23,8012,Barcelona,Barcelonès
HUTB-001109,Sense especificar,Alta,Carrer Margarit 19,8004,Barcelona,Barcelonès
HUTB-001110,Sense especificar,Alta,Carrer MARGARIT 40,8004,Barcelona,Barcelonès
HUTB-001111,Sense especificar,Alta,Carrer Margarit 44,8004,Barcelona,Barcelonès
HUTB-001115,Sense especificar,Alta,Carrer Maria 7,8012,Barcelona,Barcelonès
HUTB-001117,Sense especificar,Alta,Carrer Maria 14,8012,Barcelona,Barcelonès
HUTB-001120,Sense especificar,Alta,Carrer Marià Aguiló 96,8005,Barcelona,Barcelonès
HUTB-001121,Sense especificar,Alta,Passatge Marimon 11,8021,Barcelona,Barcelonès
HUTB-001123,Sense especificar,Alta,Carrer Marina 23,8005,Barcelona,Barcelonès
HUTB-001125,Sense especificar,Alta,Carrer Marina 119,8013,Barcelona,Barcelonès
HUTB-001127,Sense especificar,Alta,Carrer Marina 142,8013,Barcelona,Barcelonès
HUTB-001129,Sense especificar,Alta,Carrer Marina 229,8013,Barcelona,Barcelonès
HUTB-001130,Sense especificar,Alta,Carrer Marina 234,8013,Barcelona,Barcelonès
HUTB-001132,Sense especificar,Alta,Carrer de la Marina 258,8013,Barcelona,Barcelonès
HUTB-001133,Sense especificar,Alta,Carrer Marina 299,8025,Barcelona,Barcelonès
HUTB-001155,Sense especificar,Alta,Carrer Miracle 19,8028,Barcelona,Barcelonès
HUTB-001165,Sense especificar,Alta,Plaça Tetuan 10,8010,Barcelona,Barcelonès
HUTB-001167,Sense especificar,Alta,Plaça Tetuan 18,8010,Barcelona,Barcelonès
HUTB-001168,Sense especificar,Alta,Plaça Tetuan 19,8010,Barcelona,Barcelonès
HUTB-001170,Sense especificar,Alta,Plaça Tetuan 25,8010,Barcelona,Barcelonès
HUTB-001172,Sense especificar,Alta,Plaça Tetuan 36,8010,Barcelona,Barcelonès
HUTB-001173,Sense especificar,Alta,Plaça TETUAN 10,8010,Barcelona,Barcelonès
HUTB-001174,Sense especificar,Alta,Carrer TIGRE 4,8001,Barcelona,Barcelonès
HUTB-001175,Sense especificar,Alta,Carrer Tinent Flomesta 32,8028,Barcelona,Barcelonès
HUTB-001176,EL PATIO DE GRACIA VINTAGE HOME,Alta,Carrer del Topazi 15,8012,Barcelona,Barcelonès
HUTB-001177,Sense especificar,Alta,Carrer Torre d`En Damians 4,8014,Barcelona,Barcelonès
HUTB-001183,Sense especificar,Alta,Carrer Torre d'en Damians 14,8014,Barcelona,Barcelonès
HUTB-001184,Sense especificar,Alta,Carrer Torrent de les Flors 139-141,8024,Barcelona,Barcelonès
HUTB-001185,VICTOR BALLESTIN BELDA,Alta,Carrer del Torrent de les Flors 42,8024,Barcelona,Barcelonès
HUTB-001186,Sense especificar,Alta,Carrer Torrent de l'Olla 24,8012,Barcelona,Barcelonès
HUTB-001188,Sense especificar,Alta,Carrer Torrent de l'Olla 161,8012,Barcelona,Barcelonès
HUTB-001204,Sense especificar,Alta,Carrer Torrent de l'Olla 176,8012,Barcelona,Barcelonès
HUTB-001207,Sense especificar,Alta,Carrer Torrent de l'Olla 33,8012,Barcelona,Barcelonès
HUTB-001208,Sense especificar,Alta,Carrer Torrent de l'Olla 193-195,8012,Barcelona,Barcelonès
HUTB-001209,Sense especificar,Alta,Carrer Torres 2,8012,Barcelona,Barcelonès
HUTB-001210,Sense especificar,Alta,Carrer Torrijos 21,8012,Barcelona,Barcelonès
HUTB-001214,Sense especificar,Alta,Carrer de Torrijos 12,8012,Barcelona,Barcelonès
HUTB-001217,Sense especificar,Alta,Carrer Trafalgar 38,8010,Barcelona,Barcelonès
HUTB-001218,Sense especificar,Alta,Carrer Trafalgar 70,8010,Barcelona,Barcelonès
HUTB-001219,Sense especificar,Alta,Carrer Trafalgar 5,8010,Barcelona,Barcelonès
HUTB-001220,Sense especificar,Alta,Carrer Trafalgar 13,8010,Barcelona,Barcelonès
HUTB-001223,Sense especificar,Alta,Carrer Tres Senyores 21,8024,Barcelona,Barcelonès
HUTB-001225,Sense especificar,Alta,Plaça Trilla 1,8012,Barcelona,Barcelonès
HUTB-001226,Sense especificar,Alta,Carrer Trilla 2,8012,Barcelona,Barcelonès
HUTB-001228,Sense especificar,Alta,Carrer Trompetes 4,8003,Barcelona,Barcelonès
HUTB-001233,Sense especificar,Alta,Carrer Unió 21,8001,Barcelona,Barcelonès
HUTB-001243,Sense especificar,Alta,Carrer Unió 23,8001,Barcelona,Barcelonès
HUTB-001245,Sense especificar,Alta,Ronda Universitat 6,8007,Barcelona,Barcelonès
HUTB-001246,Sense especificar,Alta,Ronda UNIVERSITAT 13,8007,Barcelona,Barcelonès
HUTB-001256,Sense especificar,Alta,Ronda Universitat 15,8007,Barcelona,Barcelonès
HUTB-001258,Sense especificar,Alta,Ronda Universitat 35,8007,Barcelona,Barcelonès
HUTB-001260,Apartamento Cadaqués,Alta,Ronda Universitat 11,8007,Barcelona,Barcelonès
HUTB-001261,Apartamento Riva,Alta,Ronda Universitat 11,8007,Barcelona,Barcelonès
HUTB-001262,Apartamento Figi,Alta,Ronda Universitat 11,8007,Barcelona,Barcelonès
HUTB-001263,apartamento Finn,Alta,Ronda Universitat 11,8007,Barcelona,Barcelonès
HUTB-001264,apartamento canadilla,Alta,Ronda Universitat 11,8007,Barcelona,Barcelonès
HUTB-001265,apartamento Paso Doble,Alta,Ronda Universitat 11,8007,Barcelona,Barcelonès
HUTB-001266,Apartamento Ghost,Alta,Ronda Universitat 11,8007,Barcelona,Barcelonès
HUTB-001267,apartamento walden,Alta,Ronda Universitat 11,8007,Barcelona,Barcelonès
HUTB-001269,Sense especificar,Alta,Ronda Universitat 11,8007,Barcelona,Barcelonès
HUTB-001272,Sense especificar,Alta,Passatge Ureña 9,8025,Barcelona,Barcelonès
HUTB-001273,Sense especificar,Alta,Carrer VALENCIA 365,8009,Barcelona,Barcelonès
HUTB-001274,Sense especificar,Alta,Carrer VALENCIA 70,8015,Barcelona,Barcelonès
HUTB-001275,Sense especificar,Alta,Carrer València 437,8013,Barcelona,Barcelonès
HUTB-001277,Sense especificar,Alta,Carrer Valencia 318,8009,Barcelona,Barcelonès
HUTB-001278,Sense especificar,Alta,Carrer València 183,8011,Barcelona,Barcelonès
HUTB-001280,Sense especificar,Alta,Carrer València 261,8007,Barcelona,Barcelonès
HUTB-001282,Sense especificar,Alta,Carrer València 329,8009,Barcelona,Barcelonès
HUTB-001283,Sense especificar,Alta,Carrer València 347,8009,Barcelona,Barcelonès
HUTB-001296,Sense especificar,Alta,Carrer València 358,8009,Barcelona,Barcelonès
HUTB-001300,Sense especificar,Alta,Carrer VALENCIA 366,8009,Barcelona,Barcelonès
HUTB-001311,Sense especificar,Alta,Carrer València 101,8011,Barcelona,Barcelonès
HUTB-001312,Sense especificar,Alta,Carrer València 109,8011,Barcelona,Barcelonès
HUTB-001313,Sense especificar,Alta,Carrer València 115,8011,Barcelona,Barcelonès
HUTB-001327,Sense especificar,Alta,Carrer València 121,8011,Barcelona,Barcelonès
HUTB-001328,Sense especificar,Alta,Carrer VALENCIA 127,8011,Barcelona,Barcelonès
HUTB-001331,Sense especificar,Alta,Carrer València 194,8011,Barcelona,Barcelonès
HUTB-001342,Sense especificar,Alta,Carrer VALENCIA 212,8011,Barcelona,Barcelonès
HUTB-001344,Sense especificar,Alta,Carrer València 168-170,8011,Barcelona,Barcelonès
HUTB-001350,Sense especificar,Alta,Carrer València 404,8013,Barcelona,Barcelonès
HUTB-001352,Sense especificar,Alta,Carrer València 423,8013,Barcelona,Barcelonès
HUTB-001362,Sense especificar,Alta,Carrer València 465,8013,Barcelona,Barcelonès
HUTB-001363,Sense especificar,Alta,Carrer VALENCIA 469,8013,Barcelona,Barcelonès
HUTB-001372,Sense especificar,Alta,Carrer València 482,8013,Barcelona,Barcelonès
HUTB-001374,Sense especificar,Alta,Carrer València 532,8013,Barcelona,Barcelonès
HUTB-001375,Sense especificar,Alta,Carrer València 544,8013,Barcelona,Barcelonès
HUTB-001376,Sense especificar,Alta,Carrer València 377-379,8013,Barcelona,Barcelonès
HUTB-001377,Sense especificar,Alta,Carrer VALENCIA 32-34,8015,Barcelona,Barcelonès
HUTB-001384,Sense especificar,Alta,Carrer VALENCIA 32,8015,Barcelona,Barcelonès
HUTB-001397,Sense especificar,Alta,Carrer València 70,8015,Barcelona,Barcelonès
HUTB-001399,Sense especificar,Alta,Carrer València 556,8026,Barcelona,Barcelonès
HUTB-001400,Sense especificar,Alta,Carrer València 568,8026,Barcelona,Barcelonès
HUTB-001401,Sense especificar,Alta,Carrer València 635,8026,Barcelona,Barcelonès
HUTB-001402,Sense especificar,Alta,Carrer VALENCIA 463,8013,Barcelona,Barcelonès
HUTB-001405,Sense especificar,Alta,Carrer València 468,8013,Barcelona,Barcelonès
HUTB-001406,Sense especificar,Alta,Carrer València 469,8013,Barcelona,Barcelonès
HUTB-001408,Sense especificar,Alta,Carrer València 441,8013,Barcelona,Barcelonès
HUTB-001409,Sense especificar,Alta,Carrer València 95,8029,Barcelona,Barcelonès
HUTB-001410,Sense especificar,Alta,Carrer València 198,8011,Barcelona,Barcelonès
HUTB-001411,Angla Luxury Apartments Passeig de Gràcia,Alta,Carrer València 290,8007,Barcelona,Barcelonès
HUTB-001414,Sense especificar,Alta,Carrer VALENCIA 290,8007,Barcelona,Barcelonès
HUTB-001427,Angla Boutique Apartments,Alta,Carrer València 290,8007,Barcelona,Barcelonès
HUTB-001431,BCN0011 Valencia 355,Alta,Carrer València 355,8009,Barcelona,Barcelonès
HUTB-001434,Sense especificar,Alta,Carrer VALLDONZELLA 7,8001,Barcelona,Barcelonès
HUTB-001437,Sense especificar,Alta,Carrer VALLHONRAT 10,8004,Barcelona,Barcelonès
HUTB-001439,Sense especificar,Alta,Carrer Vallhonrat 20,8004,Barcelona,Barcelonès
HUTB-001441,Sense especificar,Alta,Carrer Vallhonrat 22-24,8004,Barcelona,Barcelonès
HUTB-001443,Sense especificar,Alta,Carrer Valladolid 21,8014,Barcelona,Barcelonès
HUTB-001451,Sense especificar,Alta,Carrer Vallfogona 29,8012,Barcelona,Barcelonès
HUTB-001452,Sense especificar,Alta,Carrer VALLIRANA 29,8006,Barcelona,Barcelonès
HUTB-001455,Sense especificar,Alta,Carrer Vallirana 58,8006,Barcelona,Barcelonès
HUTB-001456,BCN0026 Vallirana 33,Alta,Carrer Vallirana 33,8006,Barcelona,Barcelonès
HUTB-001459,Sense especificar,Alta,Carrer Veneçuela 3-7,8019,Barcelona,Barcelonès
HUTB-001460,Sense especificar,Alta,Carrer Venero 8,8005,Barcelona,Barcelonès
HUTB-001465,Sense especificar,Alta,Carrer Ventalló 12,8025,Barcelona,Barcelonès
HUTB-001468,Apartaments Sata,Alta,Carrer Ventalló 48,8025,Barcelona,Barcelonès
HUTB-001469,Sense especificar,Alta,Carrer Ventalló 48,8025,Barcelona,Barcelonès
HUTB-001481,Sense especificar,Alta,Carrer Ventalló 49-51,8025,Barcelona,Barcelonès
HUTB-001482,Sense especificar,Alta,Carrer de Verdi 14,8012,Barcelona,Barcelonès
HUTB-001483,Sense especificar,Alta,Carrer Verdi 38,8012,Barcelona,Barcelonès
HUTB-001484,Sense especificar,Alta,Carrer Verdi 78,8012,Barcelona,Barcelonès
HUTB-001496,Sense especificar,Alta,Carrer Verdi 53-55,8012,Barcelona,Barcelonès
HUTB-001503,Sense especificar,Alta,Carrer Vic 16,8006,Barcelona,Barcelonès
HUTB-001505,Sense especificar,Alta,Carrer Vidal i de Valenciano 19,8005,Barcelona,Barcelonès
HUTB-001506,Sense especificar,Alta,Carrer Vidre 7,8002,Barcelona,Barcelonès
HUTB-001510,Sense especificar,Alta,Carrer Vidre 10,8002,Barcelona,Barcelonès
HUTB-001513,"CALLE VIDRE 10, 3-3",Alta,Carrer del Vidre 10,8002,Barcelona,Barcelonès
HUTB-001515,Sense especificar,Alta,Plaça Vila de Gràcia 19,8012,Barcelona,Barcelonès
HUTB-001517,Sense especificar,Alta,Carrer Vilà i Vilà 53,8004,Barcelona,Barcelonès
HUTB-001519,Sense especificar,Alta,Carrer Vilà i Vilà 69,8004,Barcelona,Barcelonès
HUTB-001520,Sense especificar,Alta,Carrer Vilà i Vilà 19,8004,Barcelona,Barcelonès
HUTB-001521,JORGE SAEZ MORENO,Alta,Carrer de Viladomat 13,8015,Barcelona,Barcelonès
HUTB-001522,Sense especificar,Alta,Carrer Viladomat 19,8015,Barcelona,Barcelonès
HUTB-001524,Sense especificar,Alta,Carrer Viladomat 71,8015,Barcelona,Barcelonès
HUTB-001526,VILADOMAT APARTMENT,Alta,Carrer VILADOMAT 94,8015,Barcelona,Barcelonès
HUTB-001527,Sense especificar,Alta,Carrer Viladomat 107,8015,Barcelona,Barcelonès
HUTB-001529,Sense especificar,Alta,Carrer Viladomat 191,8015,Barcelona,Barcelonès
HUTB-001530,Sense especificar,Alta,Carrer Viladomat 100,8015,Barcelona,Barcelonès
HUTB-001531,Sense especificar,Alta,Carrer de Viladomat 29,8015,Barcelona,Barcelonès
HUTB-001532,Sense especificar,Alta,Carrer Viladomat 211,8029,Barcelona,Barcelonès
HUTB-001533,Sense especificar,Alta,Carrer Viladomat 11,8015,Barcelona,Barcelonès
HUTB-001534,Apartcelona Gracia,Alta,Carrer Vilafranca 2,8024,Barcelona,Barcelonès
HUTB-001535,Sense especificar,Alta,Carrer VILAFRANCA 32,8024,Barcelona,Barcelonès
HUTB-001536,Sense especificar,Alta,Carrer VILLARROEL 28,8011,Barcelona,Barcelonès
HUTB-001555,Sense especificar,Alta,Carrer Villarroel 48,8011,Barcelona,Barcelonès
HUTB-001556,BCN0031 Villaroel 142,Alta,Carrer Villarroel 142,8036,Barcelona,Barcelonès
HUTB-001558,Sense especificar,Alta,Carrer Villarroel 163,8036,Barcelona,Barcelonès
HUTB-001572,Sense especificar,Alta,Carrer Villarroel 124,8011,Barcelona,Barcelonès
HUTB-001573,Sense especificar,Alta,Carrer Villarroel 20,8011,Barcelona,Barcelonès
HUTB-001574,Sense especificar,Alta,Carrer Villarroel 161,8036,Barcelona,Barcelonès
HUTB-001576,Sense especificar,Alta,Carrer Vinaròs 47,8003,Barcelona,Barcelonès
HUTB-001585,C/ Volta d'en Bufanalla n? 3 3r,Alta,Carrer de la Volta d'en Bufanalla 3,8003,Barcelona,Barcelonès
HUTB-001586,C/ Volta d'en Bufanalla n? 3 4t,Alta,Carrer de la Volta d'en Bufanalla 3,8003,Barcelona,Barcelonès
HUTB-001587,C/ Volta d'en Bufanalla n? 3 5?,Alta,Carrer de la Volta d'en Bufanalla 3,8003,Barcelona,Barcelonès
HUTB-001588,OLA LIVING VIDRERIA,Alta,Carrer VOTLA D'EN BUFANALLA 3,8003,Barcelona,Barcelonès
HUTB-001590,Sense especificar,Alta,Carrer Volta d'en Dusai 4,8003,Barcelona,Barcelonès
HUTB-001591,Sense especificar,Alta,Carrer de Watt 15,8014,Barcelona,Barcelonès
HUTB-001592,Sense especificar,Alta,Carrer Watt 25,8014,Barcelona,Barcelonès
HUTB-001594,Sense especificar,Alta,Carrer Wellington 92,8018,Barcelona,Barcelonès
HUTB-001595,Sense especificar,Alta,Carrer Ramon y Cajal 69,8012,Barcelona,Barcelonès
HUTB-001596,Sense especificar,Alta,Carrer Rauric 6,8002,Barcelona,Barcelonès
HUTB-001602,Sense especificar,Alta,Carrer REC 34,8003,Barcelona,Barcelonès
HUTB-001607,The Urban Suites,Alta,Carrer Rector Triado 48-50,8014,Barcelona,Barcelonès
HUTB-001613,The Urban Suites,Alta,Carrer Sant Nicolau 1-3,8014,Barcelona,Barcelonès
HUTB-001623,Sense especificar,Alta,Plaça REIAL 3,8002,Barcelona,Barcelonès
HUTB-001628,Sense especificar,Alta,Plaça Reial 8,8002,Barcelona,Barcelonès
HUTB-001631,Sense especificar,Alta,Passatge Rellotge 2,8002,Barcelona,Barcelonès
HUTB-001633,Sense especificar,Alta,Carrer Renaixença 54,8041,Barcelona,Barcelonès
HUTB-001635,Sense especificar,Alta,Carrer Renaixença 54-56,8041,Barcelona,Barcelonès
HUTB-001636,Sense especificar,Alta,Carrer Repartidor 26,8023,Barcelona,Barcelonès
HUTB-001637,Sense especificar,Alta,Avinguda República Argentina 227,8023,Barcelona,Barcelonès
HUTB-001638,Sense especificar,Alta,Avinguda República Argentina 21-25,8023,Barcelona,Barcelonès
HUTB-001639,Sense especificar,Alta,Carrer Rera Palau 3,8003,Barcelona,Barcelonès
HUTB-001641,Sense especificar,Alta,Plaça Revolució de Setembre 1868 12,8012,Barcelona,Barcelonès
HUTB-001645,Sense especificar,Alta,Carrer Ribes 63,8013,Barcelona,Barcelonès
HUTB-001646,Sense especificar,Alta,Carrer Ribes 73,8013,Barcelona,Barcelonès
HUTB-001647,Sense especificar,Alta,Carrer Ricart 22,8004,Barcelona,Barcelonès
HUTB-001648,Sense especificar,Alta,Carrer Ricart 30,8004,Barcelona,Barcelonès
