license,name,state,address,cdpostal,Municipi,Comarca
HUTB-003338,Sense especificar,Alta,Carrer Colom 1,8002,Barcelona,Barcelonès
HUTB-003340,Sense especificar,Alta,Passeig Colom 2,8002,Barcelona,Barcelonès
HUTB-003341,Sense especificar,Alta,Passeig Colom 3,8002,Barcelona,Barcelonès
HUTB-003343,Sense especificar,Alta,Passeig Colom 5,8002,Barcelona,Barcelonès
HUTB-003348,Sense especificar,Alta,Carrer Comtal 33,8002,Barcelona,Barcelonès
HUTB-003361,Sense especificar,Alta,Carrer Comte Borrell 37,8015,Barcelona,Barcelonès
HUTB-003362,Sense especificar,Alta,Carrer Comte Borrell 40,8015,Barcelona,Barcelonès
HUTB-003369,Sense especificar,Alta,Carrer Comte Borrell 42,8015,Barcelona,Barcelonès
HUTB-003370,Sense especificar,Alta,Carrer Comte Borrell 57,8015,Barcelona,Barcelonès
HUTB-003371,Sense especificar,Alta,Carrer Comte Borrell 65,8015,Barcelona,Barcelonès
HUTB-003372,Sense especificar,Alta,Carrer Comte Borrell 73,8015,Barcelona,Barcelonès
HUTB-003374,Sense especificar,Alta,Carrer COMTE BORRELL 73,8015,Barcelona,Barcelonès
HUTB-003387,Sense especificar,Alta,Carrer Comte Borrell 125,8015,Barcelona,Barcelonès
HUTB-003388,Sense especificar,Alta,Carrer Comte Borrell 134,8015,Barcelona,Barcelonès
HUTB-003389,Sense especificar,Alta,Carrer Comte Borrell 98,8015,Barcelona,Barcelonès
HUTB-003390,Sense especificar,Alta,Carrer Comte Borrell 105,8015,Barcelona,Barcelonès
HUTB-003391,Sense especificar,Alta,Carrer Comte Borrell 82,8015,Barcelona,Barcelonès
HUTB-003392,Sense especificar,Alta,Carrer Comte Borrell 238,8029,Barcelona,Barcelonès
HUTB-003393,Sense especificar,Alta,Carrer COMPTE BORRELL 98,8015,Barcelona,Barcelonès
HUTB-003394,Sense especificar,Alta,Carrer Comte Güell 30,8028,Barcelona,Barcelonès
HUTB-003396,Sense especificar,Alta,Carrer Comte Urgell 20,8011,Barcelona,Barcelonès
HUTB-003397,Sense especificar,Alta,Carrer Comte D'Urgell 62,8011,Barcelona,Barcelonès
HUTB-003399,Sense especificar,Alta,Carrer Comte Urgell 109,8011,Barcelona,Barcelonès
HUTB-003400,Sense especificar,Alta,Carrer Comte Urgell 170,8036,Barcelona,Barcelonès
HUTB-003402,Sense especificar,Alta,Carrer Comte Urgell 22,8011,Barcelona,Barcelonès
HUTB-003403,Sense especificar,Alta,Carrer Comte Urgell 53,8011,Barcelona,Barcelonès
HUTB-003409,Sense especificar,Alta,Carrer de la Concòrdia 14,8004,Barcelona,Barcelonès
HUTB-003410,Sense especificar,Alta,Carrer Concordia 28,8004,Barcelona,Barcelonès
HUTB-003411,Sense especificar,Alta,Carrer Concordia 8,8004,Barcelona,Barcelonès
HUTB-003412,Sense especificar,Alta,Carrer de la Concòrdia 26,8004,Barcelona,Barcelonès
HUTB-003416,Sense especificar,Alta,Carrer Consell de Cent 306,8007,Barcelona,Barcelonès
HUTB-003418,Casa Consell Apartments,Alta,Carrer del Consell de Cent 324,8009,Barcelona,Barcelonès
HUTB-003419,Sense especificar,Alta,Carrer Consell de Cent 200,8011,Barcelona,Barcelonès
HUTB-003420,Sense especificar,Alta,Carrer Consell de Cent 203,8011,Barcelona,Barcelonès
HUTB-003435,Sense especificar,Alta,Carrer Consell de Cent 221,8011,Barcelona,Barcelonès
HUTB-003446,Sense especificar,Alta,Carrer Consell de Cent 258,8011,Barcelona,Barcelonès
HUTB-003448,Sense especificar,Alta,Carrer Consell de Cent 283,8011,Barcelona,Barcelonès
HUTB-003459,Sense especificar,Alta,Carrer Consell de Cent 490,8013,Barcelona,Barcelonès
HUTB-003462,Sense especificar,Alta,Carrer CONSELL DE CENT 87,8015,Barcelona,Barcelonès
HUTB-003463,Sense especificar,Alta,Carrer Consell de Cent 87,8015,Barcelona,Barcelonès
HUTB-003464,Sense especificar,Alta,Carrer Consell de Cent 123,8015,Barcelona,Barcelonès
HUTB-003466,Sense especificar,Alta,Carrer Consell de Cent 220,8011,Barcelona,Barcelonès
HUTB-003467,Sense especificar,Alta,Carrer CONSELL DE CENT 478,8013,Barcelona,Barcelonès
HUTB-003468,Sense especificar,Alta,Carrer Consell de Cent 368,8009,Barcelona,Barcelonès
HUTB-003469,Sense especificar,Alta,Carrer Consell de Cent 477,8013,Barcelona,Barcelonès
HUTB-003470,Sense especificar,Alta,Carrer Consell de Cent 343,8007,Barcelona,Barcelonès
HUTB-003471,Angla Boutique Apartments Consell de Cent,Alta,Carrer Consell de Cent 207,8011,Barcelona,Barcelonès
HUTB-003480,Sense especificar,Alta,Carrer Consell de Cent 536,8013,Barcelona,Barcelonès
HUTB-003483,"Angla Boutique Apartments Consell de Cent,",Alta,Carrer Consell de Cent 207,8011,Barcelona,Barcelonès
HUTB-003495,Angla Boutique Apartments,Alta,Carrer Consell de Cent 207,8011,Barcelona,Barcelonès
HUTB-003499,Sense especificar,Alta,Carrer CONSELL DE CENT 389,8009,Barcelona,Barcelonès
HUTB-003500,Sense especificar,Alta,Carrer Consell de Cent 338,8009,Barcelona,Barcelonès
HUTB-003501,Sense especificar,Alta,Carrer Consolat de Mar 15,8003,Barcelona,Barcelonès
HUTB-003502,Sense especificar,Alta,Carrer Constitució 127-129,8014,Barcelona,Barcelonès
HUTB-003503,Sense especificar,Alta,Carrer Conveni 6,8016,Barcelona,Barcelonès
HUTB-003504,Sense especificar,Alta,Carrer Corders 1,8003,Barcelona,Barcelonès
HUTB-003508,Sense especificar,Alta,Carrer Cornet i Mas 4,8017,Barcelona,Barcelonès
HUTB-003510,Sense especificar,Alta,Carrer Coronel San Feliu 2-4,8018,Barcelona,Barcelonès
HUTB-003511,Sense especificar,Alta,Carrer Correu Vell 2,8002,Barcelona,Barcelonès
HUTB-003516,Sense especificar,Alta,Carrer Corsega 293,8008,Barcelona,Barcelonès
HUTB-003517,Sense especificar,Alta,Carrer Corsega 668,8026,Barcelona,Barcelonès
HUTB-003518,Sense especificar,Alta,Carrer Corsega 535,8025,Barcelona,Barcelonès
HUTB-003519,Sense especificar,Alta,Carrer Còrsega 267,8008,Barcelona,Barcelonès
HUTB-003520,Sense especificar,Alta,Carrer CORSEGA 293,8008,Barcelona,Barcelonès
HUTB-003521,Sense especificar,Alta,Carrer Corsega 305,8008,Barcelona,Barcelonès
HUTB-003522,Sense especificar,Alta,Carrer Corsega 515-515BIS,8025,Barcelona,Barcelonès
HUTB-003523,Sense especificar,Alta,Carrer Corsega 662,8026,Barcelona,Barcelonès
HUTB-003528,Sense especificar,Alta,Carrer Corsega 211,8036,Barcelona,Barcelonès
HUTB-003529,Sense especificar,Alta,Carrer corsega 361,8037,Barcelona,Barcelonès
HUTB-003530,BBCN0018 Còrsega 395,Alta,Carrer corsega 395,8037,Barcelona,Barcelonès
HUTB-003531,Sense especificar,Alta,Carrer CORSEGA 395,8037,Barcelona,Barcelonès
HUTB-003534,Sense especificar,Alta,Carrer Corsega 440,8037,Barcelona,Barcelonès
HUTB-003535,Sense especificar,Alta,Carrer Corsega 613,8005,Barcelona,Barcelonès
HUTB-003536,Sagrada Família,Alta,Carrer Corsega 703,8026,Barcelona,Barcelonès
HUTB-003537,Happy People Sagrada Familia Apartments,Alta,Carrer Corsega 703,8026,Barcelona,Barcelonès
HUTB-003549,Sense especificar,Alta,Carrer Corsega 513,8025,Barcelona,Barcelonès
HUTB-003550,Sense especificar,Alta,Carrer Corsega 446,8037,Barcelona,Barcelonès
HUTB-003551,Sense especificar,Alta,Travessera Corts 100,8028,Barcelona,Barcelonès
HUTB-003553,Sense especificar,Alta,Gran Via CORTS CATALANES 602,8007,Barcelona,Barcelonès
HUTB-003555,Edifici Coliseum,Alta,Carrer Gran Via Corts Catalanes 620,8007,Barcelona,Barcelonès
HUTB-003556,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 634,8007,Barcelona,Barcelonès
HUTB-003557,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 651,8010,Barcelona,Barcelonès
HUTB-003558,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 662,8010,Barcelona,Barcelonès
HUTB-003560,FISARENTALS GRAN VIA 662-61A,Alta,Gran Via de les Corts Catalanes 662,8010,Barcelona,Barcelonès
HUTB-003561,Sense especificar,Alta,Gran Via de les Corts Catalanes 662,8010,Barcelona,Barcelonès
HUTB-003562,662-21,Alta,Gran Via de les Corts Catalanes 662,8010,Barcelona,Barcelonès
HUTB-003563,Sense especificar,Alta,Gran Via de les Corts Catalanes 682,8010,Barcelona,Barcelonès
HUTB-003566,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 530,8011,Barcelona,Barcelonès
HUTB-003568,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 539,8011,Barcelona,Barcelonès
HUTB-003570,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 561,8011,Barcelona,Barcelonès
HUTB-003573,ERIC VOKEL,Alta,Gran Via de les Corts Catalanes 454,8015,Barcelona,Barcelonès
HUTB-003597,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 476,8015,Barcelona,Barcelonès
HUTB-003599,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 509,8015,Barcelona,Barcelonès
HUTB-003600,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 569,8011,Barcelona,Barcelonès
HUTB-003601,Sense especificar,Alta,Gran Via Corts Catalanes 569,8011,Barcelona,Barcelonès
HUTB-003604,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 691,8013,Barcelona,Barcelonès
HUTB-003606,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 701,8013,Barcelona,Barcelonès
HUTB-003607,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 732,8013,Barcelona,Barcelonès
HUTB-003608,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 734,8013,Barcelona,Barcelonès
HUTB-003609,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 751,8013,Barcelona,Barcelonès
HUTB-003611,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 820,8013,Barcelona,Barcelonès
HUTB-003612,BCN0020 Gran Via 312,Alta,Gran Via CORTS CATALANES 312,8004,Barcelona,Barcelonès
HUTB-003614,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 421,8015,Barcelona,Barcelonès
HUTB-003617,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 429,8015,Barcelona,Barcelonès
HUTB-003618,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 439,8015,Barcelona,Barcelonès
HUTB-003623,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 443,8015,Barcelona,Barcelonès
HUTB-003624,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 448,8015,Barcelona,Barcelonès
HUTB-003625,Sense especificar,Alta,Gran Via Corts Catalanes 448,8015,Barcelona,Barcelonès
HUTB-003638,Sense especificar,Alta,Gran Via Les Corts Catalanes 516,8015,Barcelona,Barcelonès
HUTB-003639,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 415-417,8015,Barcelona,Barcelonès
HUTB-003641,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 857,8018,Barcelona,Barcelonès
HUTB-003646,Sense especificar,Alta,Carrer Acacies 52,8027,Barcelona,Barcelonès
HUTB-003650,BCN Town Born,Alta,Carrer Agullers 22,8003,Barcelona,Barcelonès
HUTB-003659,Sense especificar,Alta,Carrer Aldana 3,8015,Barcelona,Barcelonès
HUTB-003660,Sense especificar,Alta,Passatge Ali-Bei 4,8010,Barcelona,Barcelonès
HUTB-003661,Sense especificar,Alta,Carrer Ali-Bei 29,8010,Barcelona,Barcelonès
HUTB-003664,Sense especificar,Alta,Carrer Alí-Bei 29,8010,Barcelona,Barcelonès
HUTB-003670,Sense especificar,Alta,Passatge Alió 12,8037,Barcelona,Barcelonès
HUTB-003672,Sense especificar,Alta,Passatge Alió 5,8037,Barcelona,Barcelonès
HUTB-003673,Sense especificar,Alta,Passatge ALIO 30,8037,Barcelona,Barcelonès
HUTB-003674,Sense especificar,Alta,Passatge Alio 12,8037,Barcelona,Barcelonès
HUTB-003677,Sense especificar,Alta,Carrer Almogavers 6,8018,Barcelona,Barcelonès
HUTB-003678,Sense especificar,Alta,Carrer Almogavers 54,8018,Barcelona,Barcelonès
HUTB-003681,Sense especificar,Alta,Carrer Almogavers 56,8018,Barcelona,Barcelonès
HUTB-003683,Sense especificar,Alta,Carrer Alsina 1,8002,Barcelona,Barcelonès
HUTB-003684,Sense especificar,Alta,Carrer Alt de Gironella 5,8017,Barcelona,Barcelonès
HUTB-003685,Sense especificar,Alta,Carrer Alt de Gironella 40,8017,Barcelona,Barcelonès
HUTB-003686,Sense especificar,Alta,Carrer Alzina 26,8030,Barcelona,Barcelonès
HUTB-003687,Apartamento Amigo,Alta,Carrer d Amigó 14,8021,Barcelona,Barcelonès
HUTB-003688,Sense especificar,Alta,Carrer Amilcar 150,8032,Barcelona,Barcelonès
HUTB-003689,Sense especificar,Alta,Carrer Amistat 44,8005,Barcelona,Barcelonès
HUTB-003701,Sense especificar,Alta,Carrer AMPOSTA 20,8004,Barcelona,Barcelonès
HUTB-003702,Sense especificar,Alta,Carrer Amposta 26,8004,Barcelona,Barcelonès
HUTB-003703,Sense especificar,Alta,Carrer Andrade 80-82,8020,Barcelona,Barcelonès
HUTB-003704,Sense especificar,Alta,Carrer Anglesola 13,8014,Barcelona,Barcelonès
HUTB-003706,BCN3010 Anvers 3,Alta,Carrer Anvers 3,8005,Barcelona,Barcelonès
HUTB-003707,Sense especificar,Alta,Carrer ANVERS 7,8005,Barcelona,Barcelonès
HUTB-003708,Sense especificar,Alta,Carrer Arago 252,8007,Barcelona,Barcelonès
HUTB-003709,Sense especificar,Alta,Carrer Arago 281,8009,Barcelona,Barcelonès
HUTB-003710,Sense especificar,Alta,Carrer ARAGO 291,8009,Barcelona,Barcelonès
HUTB-003712,Sense especificar,Alta,Carrer Arago 338,8009,Barcelona,Barcelonès
HUTB-003714,Sense especificar,Alta,Carrer ARAGO 345,8009,Barcelona,Barcelonès
HUTB-003716,Sense especificar,Alta,Carrer Arago 367,8009,Barcelona,Barcelonès
HUTB-003720,Sense especificar,Alta,Carrer Aragó 367,8009,Barcelona,Barcelonès
HUTB-003727,Sense especificar,Alta,Carrer Arago 155,8011,Barcelona,Barcelonès
HUTB-003737,Sense especificar,Alta,Carrer Arago 178,8011,Barcelona,Barcelonès
HUTB-003738,Sense especificar,Alta,Carrer Arago 373,8013,Barcelona,Barcelonès
HUTB-003748,Aragó,Alta,Carrer Arago 397,8013,Barcelona,Barcelonès
HUTB-003749,Sense especificar,Alta,Carrer Arago 423,8013,Barcelona,Barcelonès
HUTB-003753,Barcelona Center Lux Apartment,Alta,Carrer Aragó 424,8013,Barcelona,Barcelonès
HUTB-003754,ATTIC VIEWS,Alta,Carrer d Aragó 403,8013,Barcelona,Barcelonès
HUTB-003755,Sense especificar,Alta,Carrer Aragó 469-473,8013,Barcelona,Barcelonès
HUTB-003756,Sense especificar,Alta,Carrer Arago 58,8015,Barcelona,Barcelonès
HUTB-003757,Sense especificar,Alta,Carrer Arago 63,8015,Barcelona,Barcelonès
HUTB-003758,Sense especificar,Alta,Carrer Arago 95,8015,Barcelona,Barcelonès
HUTB-003760,Sense especificar,Alta,Carrer ARAGO 565,8026,Barcelona,Barcelonès
HUTB-003772,Sense especificar,Alta,Carrer Arago 266,8007,Barcelona,Barcelonès
HUTB-003773,Sense especificar,Alta,Carrer Arago 85,8015,Barcelona,Barcelonès
HUTB-003774,Sense especificar,Alta,Carrer Arago 51,8015,Barcelona,Barcelonès
HUTB-003776,Sense especificar,Alta,Carrer Arago 207,8011,Barcelona,Barcelonès
HUTB-003777,Sense especificar,Alta,Carrer Arago 550,8026,Barcelona,Barcelonès
HUTB-003778,Sense especificar,Alta,Carrer ARAGO 481,8013,Barcelona,Barcelonès
HUTB-003779,Sense especificar,Alta,Carrer d' Aragó 312,8009,Barcelona,Barcelonès
HUTB-003781,Sense especificar,Alta,Carrer Arago 130,8011,Barcelona,Barcelonès
HUTB-003798,Bcngotic 31,Alta,Carrer Argenteria 6,8003,Barcelona,Barcelonès
HUTB-003799,Bcngotic 33,Alta,Carrer Argenteria 6,8003,Barcelona,Barcelonès
HUTB-003800,Bcngotic 34,Alta,Carrer Argenteria 6,8003,Barcelona,Barcelonès
HUTB-003801,Bcngotic 41,Alta,Carrer Argenteria 6,8003,Barcelona,Barcelonès
HUTB-003802,Bcngotic 42,Alta,Carrer Argenteria 6,8003,Barcelona,Barcelonès
HUTB-003803,Bcngotic 43,Alta,Carrer Argenteria 6,8003,Barcelona,Barcelonès
HUTB-003804,Bcngotic 44,Alta,Carrer Argenteria 6,8003,Barcelona,Barcelonès
HUTB-003805,Bcngotic 50,Alta,Carrer Argenteria 6,8003,Barcelona,Barcelonès
HUTB-003806,Bcngotic 11,Alta,Carrer Argenteria 6,8003,Barcelona,Barcelonès
HUTB-003807,Bcngotic 12,Alta,Carrer Argenteria 6,8003,Barcelona,Barcelonès
HUTB-003808,Bcngotic 13,Alta,Carrer Argenteria 6,8003,Barcelona,Barcelonès
HUTB-003809,Bcngotic 14,Alta,Carrer Argenteria 6,8003,Barcelona,Barcelonès
HUTB-003810,Bcngotic 22,Alta,Carrer Argenteria 6,8003,Barcelona,Barcelonès
HUTB-003811,Sense especificar,Alta,Carrer ARIBAU 226,8006,Barcelona,Barcelonès
HUTB-003816,OLA LIVING DIAGONAL,Alta,Carrer d' Aribau 228,8006,Barcelona,Barcelonès
HUTB-003819,Sense especificar,Alta,Carrer Aribau 25,8011,Barcelona,Barcelonès
HUTB-003823,Sense especificar,Alta,Carrer Aribau 46,8011,Barcelona,Barcelonès
HUTB-003825,Sense especificar,Alta,Carrer Aribau 66,8011,Barcelona,Barcelonès
HUTB-003829,Sense especificar,Alta,Carrer Aribau 82,8036,Barcelona,Barcelonès
HUTB-003830,Sense especificar,Alta,Carrer Aribau 108,8036,Barcelona,Barcelonès
HUTB-003831,Sense especificar,Alta,Carrer Aribau 110,8036,Barcelona,Barcelonès
HUTB-003832,Sense especificar,Alta,Carrer Aribau 112,8036,Barcelona,Barcelonès
HUTB-003833,Sense especificar,Alta,Carrer Aribau 136,8036,Barcelona,Barcelonès
HUTB-003834,Sense especificar,Alta,Carrer Aribau 167,8036,Barcelona,Barcelonès
HUTB-003837,Sense especificar,Alta,Carrer Aribau 92,8036,Barcelona,Barcelonès
HUTB-003838,Sense especificar,Alta,Carrer Aribau 176,8036,Barcelona,Barcelonès
HUTB-003839,Sense especificar,Alta,Carrer Aribau 39,8011,Barcelona,Barcelonès
HUTB-003843,Sense especificar,Alta,Carrer Aribau 45,8011,Barcelona,Barcelonès
HUTB-003844,Sense especificar,Alta,Carrer Arizala 55,8028,Barcelona,Barcelonès
HUTB-003854,Sense especificar,Alta,Carrer Arquitecte Sert 20,8005,Barcelona,Barcelonès
HUTB-003855,Sense especificar,Alta,Carrer ART 97,8041,Barcelona,Barcelonès
HUTB-003857,Sense especificar,Alta,Carrer Via Augusta 95,8006,Barcelona,Barcelonès
HUTB-003864,Sense especificar,Alta,Carrer Via Augusta 153,8021,Barcelona,Barcelonès
HUTB-003870,Sense especificar,Alta,Carrer Via Augusta 40,8006,Barcelona,Barcelonès
HUTB-003872,Sense especificar,Alta,Carrer Aurora 11,8001,Barcelona,Barcelonès
HUTB-003876,Sense especificar,Alta,Carrer Aurora 25,8001,Barcelona,Barcelonès
HUTB-003877,Sense especificar,Alta,Carrer Ausias March 20,8010,Barcelona,Barcelonès
HUTB-003880,Sense especificar,Alta,Carrer Ausias March 59,8010,Barcelona,Barcelonès
HUTB-003881,Sense especificar,Alta,Carrer Ausias March 83,8013,Barcelona,Barcelonès
HUTB-003882,Sense especificar,Alta,Carrer Ausias March 95,8013,Barcelona,Barcelonès
HUTB-003892,Sense especificar,Alta,Carrer Ausias March 136,8013,Barcelona,Barcelonès
HUTB-003896,Sense especificar,Alta,Carrer AUSIAS MARC 146,8013,Barcelona,Barcelonès
HUTB-003897,Sense especificar,Alta,Carrer Ausias March 146,8013,Barcelona,Barcelonès
HUTB-003901,AUSIAS157-3,Alta,Carrer AUSIAS MARC 157,8013,Barcelona,Barcelonès
HUTB-003904,Sense especificar,Alta,Carrer Ausias March 143,8013,Barcelona,Barcelonès
HUTB-003905,Sense especificar,Alta,Carrer Ausias March 13,8010,Barcelona,Barcelonès
HUTB-003911,Sense especificar,Alta,Passatge Ayma 5,8005,Barcelona,Barcelonès
HUTB-003912,Sense especificar,Alta,Carrer Bac de Roda 43,8005,Barcelona,Barcelonès
HUTB-003913,Sense especificar,Alta,Carrer Bac de Roda 63,8005,Barcelona,Barcelonès
HUTB-003914,Sense especificar,Alta,Carrer Bac de Roda 35,8019,Barcelona,Barcelonès
HUTB-003916,Victoria Diagonal Mar 1,Alta,Carrer Bac de Roda 118,8019,Barcelona,Barcelonès
HUTB-003917,Victoria Diagonal Mar 2,Alta,Carrer Bac de Roda 118,8019,Barcelona,Barcelonès
HUTB-003919,Sense especificar,Alta,Carrer Bac de Roda 118,8019,Barcelona,Barcelonès
HUTB-003920,Sense especificar,Alta,Carrer Bac de Roda 5,8005,Barcelona,Barcelonès
HUTB-003921,Sense especificar,Alta,Carrer Bac de Roda 100,8019,Barcelona,Barcelonès
HUTB-003922,Sense especificar,Alta,Passatge Bacardí 1,8002,Barcelona,Barcelonès
HUTB-003924,HUTB-003924-82,Alta,Passatge BARCARDI 2,8002,Barcelona,Barcelonès
HUTB-003927,Sense especificar,Alta,Carrer Badajoz 26,8005,Barcelona,Barcelonès
HUTB-003928,Sense especificar,Alta,Rambla Badal 148,8028,Barcelona,Barcelonès
HUTB-003937,Sense especificar,Alta,Rambla Badal 156,8028,Barcelona,Barcelonès
HUTB-003939,Sense especificar,Alta,Rambla de Badal 156,8028,Barcelona,Barcelonès
HUTB-003940,Sense especificar,Alta,Rambla Badal 20-22,8028,Barcelona,Barcelonès
HUTB-003945,Sense especificar,Alta,Carrer BAILEN 98,8009,Barcelona,Barcelonès
HUTB-003946,Sense especificar,Alta,Carrer Bailen 125,8009,Barcelona,Barcelonès
HUTB-003953,Sense especificar,Alta,Carrer Bailen 23,8010,Barcelona,Barcelonès
HUTB-003954,Sense especificar,Alta,Carrer Bailen 43,8010,Barcelona,Barcelonès
HUTB-003955,BCN0010 Bailen 169,Alta,Carrer Bailen 169,8037,Barcelona,Barcelonès
HUTB-003957,Sense especificar,Alta,Carrer Bailen 56,8009,Barcelona,Barcelonès
HUTB-003960,Sense especificar,Alta,Carrer Balcells 41,8024,Barcelona,Barcelonès
HUTB-003961,Sense especificar,Alta,Carrer BALLESTER 28,8023,Barcelona,Barcelonès
HUTB-003963,Sense especificar,Alta,Carrer BALLESTER 30,8023,Barcelona,Barcelonès
HUTB-003964,"PIS CARRRER BALLESTER 30, BAIXOS 1",Alta,Carrer de Ballester 30,8023,Barcelona,Barcelonès
HUTB-003965,Sense especificar,Alta,Carrer BALLESTER 32,8023,Barcelona,Barcelonès
HUTB-003967,Sense especificar,Alta,Carrer Ballester 46,8023,Barcelona,Barcelonès
HUTB-003968,Sense especificar,Alta,Carrer BALLESTER 46,8023,Barcelona,Barcelonès
HUTB-003976,Sense especificar,Alta,Carrer Ballester 34,8023,Barcelona,Barcelonès
HUTB-003983,Sense especificar,Alta,Carrer Balmes 295,8006,Barcelona,Barcelonès
HUTB-003984,Sense especificar,Alta,Carrer Balmes 8,8007,Barcelona,Barcelonès
HUTB-003987,Sense especificar,Alta,Carrer Balmes 12,8007,Barcelona,Barcelonès
HUTB-003993,BCN5005 Balmes 104,Alta,Carrer BALMES 104,8008,Barcelona,Barcelonès
HUTB-003994,Sense especificar,Alta,Carrer Balmes 113,8008,Barcelona,Barcelonès
HUTB-003995,Balmes,Alta,Carrer Balmes 161,8008,Barcelona,Barcelonès
HUTB-003996,Sense especificar,Alta,Carrer Balmes 2,8007,Barcelona,Barcelonès
HUTB-003998,Sense especificar,Alta,Carrer Balmes 77,8007,Barcelona,Barcelonès
HUTB-003999,Sense especificar,Alta,Carrer BALMES 62,8007,Barcelona,Barcelonès
HUTB-004002,Sense especificar,Alta,Carrer Balmes 331,8006,Barcelona,Barcelonès
HUTB-004003,Sense especificar,Alta,Carrer Balmes 382,8022,Barcelona,Barcelonès
HUTB-004006,Sense especificar,Alta,Carrer Banyoles 9-11,8012,Barcelona,Barcelonès
HUTB-004007,Sense especificar,Alta,Carrer BANYS NOUS 4,8002,Barcelona,Barcelonès
HUTB-004008,Sense especificar,Alta,Carrer Banys Nous 6,8002,Barcelona,Barcelonès
HUTB-004009,Sense especificar,Alta,Carrer Baro de la Barre 44,8023,Barcelona,Barcelonès
HUTB-004011,Sense especificar,Alta,Carrer Bellafila 5,8002,Barcelona,Barcelonès
HUTB-004013,Sense especificar,Alta,Carrer Beltran i Rozpide 7-9,8034,Barcelona,Barcelonès
HUTB-004015,Sense especificar,Alta,Carrer Benet Mateu 26,8034,Barcelona,Barcelonès
HUTB-004016,Sense especificar,Alta,Carrer Berenguer Mallol 1,8003,Barcelona,Barcelonès
HUTB-004017,Sense especificar,Alta,Carrer Bergara 5,8002,Barcelona,Barcelonès
HUTB-004018,Sense especificar,Alta,Carrer Berlin 29,8014,Barcelona,Barcelonès
HUTB-004019,Sense especificar,Alta,Carrer Bisbe Laguarda 4,8001,Barcelona,Barcelonès
HUTB-004020,Sense especificar,Alta,Carrer Bisbe Sivilla 32,8022,Barcelona,Barcelonès
HUTB-004022,Sense especificar,Alta,Carrer BLASCO DE GARAY 3,8004,Barcelona,Barcelonès
HUTB-004023,Sense especificar,Alta,Carrer Blasco de Garay 31,8004,Barcelona,Barcelonès
HUTB-004025,Sense especificar,Alta,Carrer Blesa 31,8004,Barcelona,Barcelonès
HUTB-004026,Sense especificar,Alta,Carrer Blesa 35,8004,Barcelona,Barcelonès
HUTB-004027,Sense especificar,Alta,Carrer Blesa 47,8004,Barcelona,Barcelonès
HUTB-004028,Sense especificar,Alta,Carrer Bobila 11,8004,Barcelona,Barcelonès
HUTB-004030,Sense especificar,Alta,Carrer Bofarull 7,8027,Barcelona,Barcelonès
HUTB-004039,Sense especificar,Alta,Carrer Bolivar 17,8023,Barcelona,Barcelonès
HUTB-004046,Sense especificar,Alta,Carrer Bonaplata 39,8034,Barcelona,Barcelonès
HUTB-004047,Sense especificar,Alta,Carrer Bonavista 3,8012,Barcelona,Barcelonès
HUTB-004048,Sense especificar,Alta,Carrer Bonavista 4,8012,Barcelona,Barcelonès
HUTB-004054,Sense especificar,Alta,Carrer Bonavsita 4,8012,Barcelona,Barcelonès
HUTB-004062,Sense especificar,Alta,Carrer Bot 11,8002,Barcelona,Barcelonès
HUTB-004065,Sense especificar,Alta,Carrer Boters 3,8002,Barcelona,Barcelonès
HUTB-004067,Sense especificar,Alta,Carrer BRUC 55,8009,Barcelona,Barcelonès
HUTB-004069,Sense especificar,Alta,Carrer Bruc 55,8009,Barcelona,Barcelonès
HUTB-004074,Sense especificar,Alta,Carrer Bruc 65,8009,Barcelona,Barcelonès
HUTB-004080,Sense especificar,Alta,Carrer Bruc 105,8009,Barcelona,Barcelonès
HUTB-004081,BCN0032 Bruc 5,Alta,Carrer del Bruc 5,8010,Barcelona,Barcelonès
HUTB-004082,Sense especificar,Alta,Carrer Bruc 17,8010,Barcelona,Barcelonès
HUTB-004084,Sense especificar,Alta,Carrer BRUC 136,8037,Barcelona,Barcelonès
HUTB-004085,Sense especificar,Alta,Carrer Bruc 151,8037,Barcelona,Barcelonès
HUTB-004090,Sense especificar,Alta,Carrer Bruc 42-44,8010,Barcelona,Barcelonès
